CensusTract,TotalPopulation,Ozone,PM25,DieselPM,DrinkingWater,Lead,ToxRelease,Traffic,GroundwaterThreats,HazWaste,ImpWaterBodies,SolidWaste,Education,LinguisticIsolation,Poverty,Unemployment,Asthma
621,4668,0.043,7.569730452,0.219,264.62,9.66,401.9373372,1169.713647,4.0,0.0,4.0,0.0,8.8,5.7,24.0,3.4,77.0
622,5472,0.028,8.626878379,0.257,368.58,44.93,281.15566,766.6150236,53.5,0.5,1.0,0.5,11.8,7.1,18.1,1.1,53.71
623,2577,0.028,9.543246848,0.259,108.41,57.14,799.8980307,1320.680851,104.7,2.175,0.0,0.0,4.5,2.9,18.8,5.5,89.79
624,3366,0.043,7.738849574,0.114,343.21,11.04,435.9686584,403.4202708,22.5,0.0,4.0,0.5,7.7,0.0,6.2,3.6,77.03
625,4287,0.031,8.414100549,0.096,194.45,26.69,248.144338,2523.246113,24.0,0.5,10.0,2.7,4.7,3.0,12.9,4.0,29.16
626,2684,0.036,7.957241866,0.106,718.27,49.28,2.227183267,732.2166471,15.0,0.0,3.0,3.0,18.2,11.9,27.9,1.2,25.43
627,5513,0.038,8.635974586,0.45,283.71,15.87,241.7308324,1114.213711,39.95,1.1,3.0,0.4,4.0,18.4,11.2,3.3,26.89
628,4860,0.028,8.714174551,0.551,257.97,61.17,632.721995,516.0391932,26.65,0.45,10.0,0.0,15.9,16.5,22.4,4.5,22.25
629,3703,0.029,8.538207595,0.443,627.29,64.29,271.3393351,1958.52065,68.4,0.0,10.0,0.3,5.1,5.2,18.4,3.6,31.27
630,4873,0.031,8.870470734,0.215,108.41,42.98,1091.183024,2108.49422,3.0,0.0,11.0,0.0,11.7,3.4,20.8,3.7,50.51
631,8120,0.036,8.548634365,0.787,203.34,40.38,129.2720006,1411.771595,71.9,0.0,1.0,0.0,10.7,10.6,18.6,2.4,43.3
632,6328,0.03,8.600383559,0.324,295.3,54.15,299.7783356,3683.879233,36.2,0.05,11.0,0.5,7.9,14.8,17.5,4.3,38.89
633,5069,0.028,9.145700959,0.279,108.41,69.84,1022.60435,742.2529583,12.1,0.05,10.0,0.0,5.9,4.2,29.7,6.0,59.42
634,1868,0.029,9.022310097,0.883,108.41,61.29,1517.480692,747.0484574,38.2,0.0,11.0,0.0,15.5,9.1,29.4,4.3,45.39
635,4778,0.028,8.660772738,2.26,257.97,63.3,613.9743144,931.9894824,19.75,1.095,10.0,0.0,15.9,14.9,19.7,1.1,40.8
636,4966,0.043,8.454698407,0.025,556.19,12.96,281.1766663,460.9793231,15.0,0.0,5.0,6.0,1.5,2.6,7.9,4.8,57.29
637,8477,0.028,8.425126465,0.189,331.97,53.49,312.4470011,644.7180794,7.75,0.0,0.0,0.0,15.8,13.3,22.3,2.8,55.33
638,5561,0.029,8.429271578,0.212,308.6,62.39,281.1199951,1001.753666,15.6,0.0,0.0,0.4,11.3,13.7,13.2,4.3,56.1
639,3746,0.034,8.880201144,0.017,653.3,37.91,876.602356,780.7554654,0.0,0.0,2.0,0.0,18.1,8.0,24.9,4.8,217.01
640,3700,0.04,8.425006727,0.059,285.98,36.79,509.5439961,568.4107319,1.0,0.0,4.0,0.0,25.4,6.5,58.1,14.6,105.29
641,5843,0.041,8.208217866,0.194,285.3,24.54,473.0309855,2334.191098,0.0,0.05,0.0,0.0,7.9,4.3,24.5,7.4,97.86
642,3119,0.032,8.788150198,0.437,108.41,10.96,834.694987,1231.59492,8.0,0.25,10.0,0.0,9.8,1.9,14.5,3.2,45.8
643,3217,0.035,8.912268175,0.122,590.65,49.71,1076.61733,1840.647286,0.0,0.0,0.0,0.0,16.1,6.7,23.2,7.2,65.06
645,3801,0.03,8.639534536,0.353,295.43,79.73,280.0740051,3294.84902,43.9,0.0,11.0,0.75,9.8,14.6,19.6,1.7,35.32
646,5308,0.04,8.50954012,0.341,403.78,28.75,208.8676656,2336.992334,9.25,0.11,2.0,0.0,4.6,6.8,8.5,3.2,34.91
648,4466,0.04,8.410001913,0.237,285.98,34.12,516.7483215,2082.542531,0.5,0.5,0.0,0.0,13.5,1.4,20.5,7.4,136.39
649,4198,0.028,8.386793497,0.129,368.58,52.39,287.0630035,316.5774546,21.75,0.0,1.0,0.5,12.1,10.7,13.9,4.6,61.09
650,2196,0.029,9.004105629,0.349,108.41,62.41,1462.806682,503.5583045,34.3,0.025,11.0,0.0,7.7,10.9,15.5,6.1,34.47
652,4469,0.028,8.609322177,0.205,257.97,52.34,625.4929911,1046.813399,0.5,0.05,10.0,0.0,9.7,20.7,21.3,6.6,30.08
653,7473,0.037,8.415549782,0.183,314.06,43.79,141.7043355,967.7374615,30.2,0.1,1.0,0.5,4.3,4.3,6.4,3.7,39.23
654,7481,0.031,8.053879554,0.145,509.69,43.49,136.1203334,1259.247925,14.85,0.0,5.0,0.0,18.0,4.2,15.4,4.4,38.54
655,4327,0.037,8.160426108,0.068,417.8,38.25,120.3083318,1035.471487,55.5,0.1,1.0,0.0,4.6,6.9,12.8,6.1,39.45
656,6465,0.037,8.444189641,0.23,203.34,36.19,119.693334,1154.49022,18.5,0.0,0.0,0.0,8.0,8.8,20.9,8.4,32.86
658,2850,0.028,8.601749206,2.139,257.97,27.89,582.5749918,1274.351448,7.65,0.605,0.0,0.0,6.3,10.0,34.4,2.2,70.4
659,10096,0.04,8.427766097,0.572,598.94,16.35,182.1423289,2460.078009,19.05,0.0,2.0,0.0,2.8,6.0,7.2,3.8,32.02
660,3190,0.036,9.857077064,0.105,394.03,40.25,608.0516662,761.834462,7.5,0.0,0.0,0.0,6.3,3.3,26.9,6.6,48.15
661,4326,0.029,8.564432849,0.159,514.42,71.75,266.9230042,1703.643006,0.0,0.01,1.0,0.5,8.1,3.4,9.6,5.5,54.5
662,5246,0.028,8.62975527,0.313,257.97,77.6,376.865331,692.3107778,0.5,0.01,0.0,0.0,27.0,19.1,34.2,6.9,53.52
663,3170,0.034,8.765020533,0.078,415.02,65.96,1013.926005,783.1134716,0.0,0.5,9.0,1.0,4.5,1.3,18.8,7.6,34.38
665,2035,0.027,9.740708725,0.709,108.41,43.84,721.2516683,1301.454097,126.9,0.81,2.0,0.0,6.5,3.6,29.0,3.7,22.72
666,3358,0.028,8.601749206,2.112,257.97,43.05,558.6213277,837.7254851,21.0,0.535,0.0,0.0,2.0,5.4,18.6,2.7,108.9
667,6379,0.04,8.378192876,0.088,297.61,31.96,543.7756551,801.2166321,0.0,0.1,4.0,0.0,7.8,3.3,19.8,4.8,110.63
668,3491,0.036,10.193985,0.21,394.03,55.41,710.2429707,839.88099,42.25,0.0,2.0,0.0,18.5,8.0,36.1,4.3,43.69
669,4886,0.031,8.056765619,0.372,495.14,16.23,110.5267664,1519.659753,4.95,0.025,5.0,5.0,12.7,5.9,21.8,3.6,38.23
670,5994,0.039,8.789736386,0.076,252.41,30.89,931.5349936,877.0907791,32.0,0.0,2.0,0.0,7.0,3.4,11.9,10.3,47.52
671,3001,0.04,8.221469391,0.239,409.31,48.54,42.3,827.8148315,0.0,0.0,3.0,0.0,26.6,15.4,23.8,5.8,65.99
672,6647,0.037,8.58195776,0.069,203.34,53.01,127.2770004,1168.688631,27.2,0.0,0.0,0.0,9.9,7.9,15.0,2.3,50.12
673,3954,0.032,7.537304155,0.098,147.72,72.24,0.007255667,742.5240165,59.9,0.5,4.0,0.0,7.3,3.1,39.8,4.6,44.36
674,3527,0.03,8.649409338,0.276,525.38,80.69,292.7359975,3615.786966,12.9,0.5,10.0,0.0,13.4,9.7,16.1,3.7,28.43
675,7696,0.035,8.547905918,0.353,203.34,38.87,134.6966629,1522.167412,44.75,0.01,0.0,0.0,7.8,8.3,11.6,3.7,63.37
676,6019,0.04,8.517771911,0.076,289.69,79.47,76.39186733,718.5013996,5.0,0.0,0.0,0.0,27.9,17.7,27.0,6.0,58.38
677,5525,0.029,8.437414588,0.149,488.63,60.08,248.176328,1490.71005,6.0,0.05,0.0,0.0,10.0,5.6,15.9,2.5,60.96
678,10481,0.033,6.430136159,0.053,653.82,21.85,0.01525315,610.2150998,16.0,0.25,8.0,10.5,17.0,3.9,17.9,6.2,35.76
679,6682,0.04,8.487617435,0.078,289.69,77.75,69.7676328,549.3307208,3.0,0.0,1.0,0.0,34.3,11.7,37.1,3.3,58.38
680,3845,0.036,5.559013929,0.015,560.58,47.08,0.01583595,266.470801,39.95,0.0,6.0,3.5,18.0,7.6,24.6,4.5,25.85
681,5011,0.028,8.62975527,0.579,257.97,79.49,414.7123413,761.7340127,0.0,0.01,0.0,0.0,19.9,12.8,22.5,4.2,53.52
682,3576,0.036,8.821808247,0.706,108.41,26.23,720.2713216,2271.572938,13.75,0.11,1.0,0.0,3.6,18.6,26.5,5.1,32.97
683,3926,0.042,7.824982691,0.012,828.55,28.19,254.6540019,549.9938976,0.0,0.0,8.0,9.25,8.7,0.6,15.9,3.5,72.29
685,8407,0.038,8.853941045,0.086,252.41,51.81,972.9056803,952.354685,1.5,0.1,1.0,0.0,12.3,12.4,24.6,7.5,44.16
686,5686,0.035,8.761426405,0.029,682.97,11.65,6494.296549,301.8303273,4.25,2.12,5.0,2.0,1.3,1.3,10.8,5.5,48.86
687,6943,0.036,8.938212391,0.712,264.64,32.22,773.3646647,1781.763791,23.0,0.375,1.0,0.6,3.7,11.8,21.9,5.3,24.66
689,5297,0.04,8.446405119,0.113,297.61,38.68,576.1080119,906.0460806,0.3,0.01,4.0,0.0,13.1,8.5,22.4,8.4,113.39
690,6688,0.04,8.114208033,0.31,408.48,25.12,36.7625656,1481.627857,28.0,7.025,0.0,0.0,9.9,6.3,7.0,4.5,51.89
691,4570,0.037,8.565938311,0.09,203.34,41.31,117.7613373,1290.963345,16.0,0.0,0.0,0.0,7.6,11.9,19.4,5.3,50.12
692,5463,0.029,9.170834519,0.197,108.41,29.08,1030.310343,371.7452012,29.25,0.275,0.0,0.0,5.6,9.3,64.3,2.7,17.0
693,7440,0.036,8.248912225,0.46,404.36,32.46,129.8576686,1706.04248,287.95,4.17,1.0,0.0,8.0,9.8,11.0,6.6,22.01
695,4020,0.028,9.589680531,0.354,108.41,48.21,727.5890096,1708.170326,46.15,1.525,2.0,0.0,5.2,6.2,24.7,6.0,41.07
696,5244,0.034,8.170045261,0.42,541.98,55.96,93.95503233,1157.40654,19.6,0.0,4.0,0.0,5.2,14.2,33.0,2.1,12.23
697,2000,0.032,8.844228772,0.546,108.41,21.07,918.8083495,1556.813921,0.0,0.0,10.0,0.0,5.1,9.0,17.7,2.4,38.13
698,2954,0.039,8.5198217,0.4,289.69,27.93,118.5536982,1563.66894,0.8,0.1,0.0,0.0,12.5,20.9,11.5,5.0,31.83
699,6066,0.044,8.408324233,0.308,463.42,29.64,147.8539658,2112.681471,34.75,0.6,2.0,0.25,10.0,7.3,14.5,2.4,30.08
700,8782,0.041,8.08158098,0.14,650.51,42.97,33.78853417,1322.307708,7.5,14.16,0.0,0.0,5.2,7.0,16.8,3.9,37.27
701,4498,0.03,8.327866341,0.314,624.22,59.6,117.7656683,949.1861778,99.05,0.76,0.0,0.0,5.6,7.2,14.4,4.1,21.98
702,3915,0.041,8.355372711,0.097,285.98,28.64,495.1253357,881.4159792,5.0,0.6,0.0,0.0,16.7,0.8,21.3,7.2,136.39
703,4428,0.035,8.483559996,0.381,203.34,8.42,148.8373362,2171.348772,15.7,0.085,1.0,0.0,3.4,10.3,6.1,7.0,34.58
704,6443,0.037,8.421906323,0.372,327.55,40.29,168.0056712,2833.243751,26.3,0.25,2.0,0.0,4.4,15.2,17.2,2.6,18.38
705,5242,0.035,8.592998656,0.127,203.34,67.3,122.0399984,557.587775,33.4,0.0,0.0,1.0,13.6,7.9,17.3,4.8,66.86
706,5031,0.028,9.279790842,0.253,108.41,68.12,575.0986735,279.6183656,48.4,0.12,12.0,0.0,9.3,2.6,16.5,3.0,64.7
707,8373,0.041,6.399350776,0.15,361.85,38.57,1.873983333,519.1975157,4.5,0.0,2.0,0.0,18.6,5.4,29.9,3.5,59.06
709,4968,0.028,9.139469628,0.116,108.41,60.06,555.5109863,488.6123407,54.3,0.05,15.0,0.45,10.7,6.7,12.0,4.3,64.7
710,5402,0.031,7.563797563,0.007,552.77,50.38,102.1552989,256.3911931,13.0,0.0,5.0,0.0,9.0,2.5,21.1,7.1,45.24
711,4512,0.037,8.456358355,0.188,203.34,19.42,116.5996678,1105.628037,18.5,0.0,0.0,0.0,5.6,13.2,11.7,3.7,50.12
712,3773,0.04,8.528950029,0.154,388.5,43.77,61.24160003,1170.316694,2.6,0.0,0.0,0.0,24.1,11.8,18.4,4.2,46.54
713,4373,0.03,8.552782734,0.364,659.59,61.11,278.632665,2401.782524,88.85,0.025,1.0,2.2,7.0,7.9,12.9,4.7,20.04
714,5971,0.04,8.388117477,0.345,403.78,30.61,145.9846649,1070.889871,39.8,0.16,1.0,0.0,5.6,7.6,23.3,2.7,27.11
715,5556,0.029,8.510370131,0.24,381.11,57.6,258.0393371,787.6750502,75.5,0.0,10.0,0.0,9.2,11.0,16.0,3.3,50.52
717,5135,0.035,8.15410049,0.313,544.14,46.28,101.1705322,1024.09549,27.55,0.4,4.0,0.0,8.0,8.8,23.7,4.9,13.33
718,3162,0.043,7.864779341,0.088,488.28,3.04,352.2056681,217.9938767,0.0,0.6,0.0,5.0,3.2,0.0,13.7,11.2,88.32
719,5945,0.035,8.893634327,0.047,709.22,8.66,1246.031982,1326.39029,0.0,0.0,0.0,0.0,17.3,9.6,25.2,4.8,71.0
720,3835,0.032,8.600137623,0.468,108.41,44.59,524.1633403,1359.11256,18.6,0.0,7.0,0.0,9.4,11.9,9.1,3.4,71.71
721,6300,0.029,8.433736864,0.204,605.53,31.4,258.1046727,754.7033216,10.0,0.0,0.0,0.0,9.5,13.2,13.6,6.0,50.01
722,4638,0.035,8.227616683,0.351,426.1,49.84,89.6735662,2153.517104,23.6,0.76,4.0,0.0,7.8,5.6,16.9,3.0,19.77
723,6376,0.043,7.543196045,0.25,264.62,33.95,414.6126709,1176.148119,2.0,0.0,4.0,0.0,8.5,5.6,37.9,6.2,69.73
724,4301,0.028,8.637295646,0.702,257.97,41.66,597.9100036,1964.438383,11.2,0.81,10.0,0.0,6.5,8.9,23.0,6.7,38.35
725,4977,0.029,8.027745853,0.021,589.38,41.56,190.6996689,1734.309329,9.7,0.45,4.0,10.0,18.5,7.8,14.2,5.2,39.83
726,5268,0.04,8.077700867,0.241,409.31,25.05,35.11896517,2099.454238,7.5,6.6,0.0,0.0,5.4,8.7,7.6,4.0,51.89
727,5494,0.037,8.85652342,0.216,250.76,39.16,1345.565633,1627.17585,4.5,0.125,2.0,1.0,6.4,4.9,17.8,5.5,34.61
729,4792,0.028,8.714174551,0.978,257.97,51.58,619.8033447,735.8974225,21.45,0.56,10.0,0.0,15.1,11.6,16.2,5.0,40.8
730,7425,0.038,8.503960647,0.071,289.69,35.51,92.1009674,638.1091586,14.0,0.5,1.0,0.2,10.5,9.5,38.5,8.3,28.96
731,5436,0.032,7.358847832,0.06,147.72,51.78,0.00962315,658.1876018,23.6,0.025,4.0,0.0,36.3,15.9,46.5,6.7,57.26
733,6477,0.042,6.946524203,0.201,551.39,50.01,16.59266663,491.0424575,3.5,0.06,0.0,0.0,14.0,6.6,25.3,3.5,38.04
734,6896,0.037,8.256708535,0.351,428.22,43.17,136.1926676,1432.33132,43.2,0.05,2.0,0.0,3.9,16.1,11.1,2.0,26.51
735,4637,0.041,8.409346507,0.038,388.5,41.43,56.04390077,1007.977815,6.0,0.0,0.0,0.0,19.5,15.4,22.6,5.3,35.25
736,4443,0.031,8.154136507,0.279,269.83,41.94,134.4146703,1479.071593,17.25,0.0,5.0,2.75,10.6,7.0,19.3,5.2,39.89
737,6692,0.041,8.5512845,0.352,403.78,14.92,190.3816681,1335.03647,12.5,0.075,2.0,0.0,4.0,12.9,7.5,2.8,31.41
738,5573,0.041,8.56400338,0.672,369.27,2.65,229.2060038,1991.363712,20.8,0.125,0.0,0.5,3.3,12.8,9.1,2.8,32.04
739,4883,0.036,8.538196945,0.244,203.34,65.6,123.5086695,588.0529748,36.75,0.0,0.0,0.0,10.5,8.1,17.7,1.6,43.73
741,1954,0.028,9.254948457,0.262,108.41,59.35,951.1593223,1032.650686,31.25,0.11,0.0,0.0,1.1,1.4,22.1,6.1,41.49
742,4915,0.029,8.385519826,0.133,456.11,61.13,243.1253357,1527.148324,15.0,0.5,0.0,0.0,7.6,3.0,11.7,3.6,54.55
743,13712,0.042,8.482665551,0.007,238.26,17.99,330.1859945,877.8219066,0.0,0.0,9.0,0.0,7.7,2.7,18.6,6.0,105.33
744,3824,0.028,8.624541822,0.147,257.97,68.3,649.3193258,1069.949489,0.5,0.05,10.0,0.0,4.0,13.8,21.8,4.9,30.08
745,7758,0.038,8.533192281,0.589,255.96,32.11,159.2648976,1768.305277,48.75,0.435,3.0,0.0,7.6,13.9,22.3,5.6,23.7
746,1584,0.03,8.3857199,0.537,650.1,79.89,123.6769994,2235.066422,225.05,3.0,0.0,5.0,4.7,3.0,12.5,3.2,21.19
747,4529,0.036,8.502366941,0.088,203.34,48.12,189.6946665,762.6985586,7.75,0.0,1.0,1.0,8.1,4.5,11.5,4.6,56.08
748,6406,0.037,8.247851306,0.246,333.57,51.39,199.0720063,1852.046016,8.0,0.25,2.0,0.0,3.6,19.0,14.8,8.3,10.12
749,14758,0.028,8.64348771,2.019,257.97,6.68,622.3309936,2412.494424,25.5,2.585,16.0,0.0,2.4,5.3,15.0,4.9,27.78
750,2734,0.029,8.858056932,0.386,108.41,61.63,587.0420024,1821.973549,22.7,0.0,0.0,0.0,10.7,4.1,22.4,11.7,60.35
751,3457,0.044,8.559907543,0.085,463.84,39.23,107.3152644,344.1897993,2.4,9.8,0.0,0.1,11.9,12.0,36.3,3.0,31.1
752,3942,0.039,8.779497083,0.089,252.41,55.88,998.7413329,929.3482829,32.0,0.0,0.0,0.0,12.9,6.1,27.2,9.3,33.6
753,5585,0.039,8.639622161,0.307,289.69,34.94,85.6505661,2126.271038,0.0,0.0,0.0,0.0,16.4,21.4,22.5,5.0,34.31
754,6012,0.037,8.544118946,0.177,203.34,33.37,114.7793299,893.0568441,15.0,0.0,0.0,0.0,6.4,20.1,19.5,3.9,50.12
755,6643,0.028,9.023262021,0.147,108.41,53.91,550.083313,654.6731983,16.85,0.05,15.0,1.1,8.2,7.6,17.5,2.6,64.7
756,5129,0.031,8.797606351,0.033,108.41,54.19,1385.745992,709.3564348,1.75,0.025,8.0,0.0,8.8,3.8,24.2,6.1,55.68
757,8152,0.039,8.43868966,0.184,289.69,39.08,64.3374672,1925.5836,14.0,0.0,3.0,0.0,6.8,6.4,19.6,8.3,29.19
758,7169,0.029,8.557450324,0.208,368.58,65.61,268.119339,1352.839097,44.0,0.0,1.0,0.2,13.0,11.1,14.6,1.6,61.61
760,5050,0.028,8.588961714,1.363,257.97,75.35,450.6710104,1569.412621,2.75,0.0,0.0,0.5,12.9,7.4,15.4,9.5,37.36
761,5869,0.04,8.372985354,0.234,289.69,34.15,58.6902987,1394.278434,5.0,0.0,0.0,0.0,10.4,10.5,21.8,6.1,42.9
762,9146,0.033,8.158203114,0.382,350.97,22.73,97.19370013,813.0496146,20.95,0.785,0.0,8.0,1.2,7.3,44.2,6.3,4.93
763,7804,0.046,7.925812052,0.019,768.14,15.55,80.51549913,1146.466266,68.55,30.225,15.0,30.95,4.1,3.0,6.6,4.9,27.91
764,4521,0.028,8.612147653,0.168,257.97,58.84,625.7386576,704.8227889,3.3,0.0,10.0,0.0,11.8,19.9,17.0,5.0,30.08
765,3591,0.031,7.899086969,0.138,520.48,82.59,92.79176583,515.2890125,15.3,0.205,0.0,2.75,22.5,12.7,32.7,0.9,32.88
766,3786,0.028,9.369731128,0.233,108.41,60.01,909.8636474,862.26686,44.3,0.1,0.0,0.0,1.7,1.4,21.5,4.5,86.57
767,3284,0.028,8.588961714,1.392,257.97,65.59,463.041331,1930.376606,2.75,0.0,0.0,0.9,10.0,8.9,13.9,3.0,64.8
768,5712,0.029,8.566986566,0.228,617.98,30.53,260.6183268,1936.684054,10.2,0.0,1.0,0.0,9.8,12.9,17.5,1.6,43.84
769,5477,0.037,8.180802457,0.128,409.47,53.0,149.2563324,2001.076485,39.75,0.05,1.0,0.0,8.1,12.0,11.1,7.6,11.53
771,4594,0.039,8.776233438,0.205,252.41,47.32,836.0960083,912.3493918,1.7,0.0,2.0,0.0,12.7,2.6,20.8,4.5,50.13
772,4341,0.034,8.665363281,0.097,203.34,53.3,288.8276672,569.3029932,2.2,0.0,2.0,0.0,8.4,9.4,25.1,6.3,60.25
773,5075,0.028,8.531337606,0.517,257.97,55.02,513.1233317,727.2312538,12.0,0.195,0.0,1.5,6.3,7.7,13.2,2.9,64.8
774,4078,0.034,7.774779279,0.036,567.01,53.22,342.6716665,721.2743211,15.0,0.0,3.0,0.5,18.7,12.5,24.6,2.1,29.5
775,2932,0.028,8.726242016,1.891,257.97,17.11,669.4096781,649.2114809,11.8,1.835,10.0,0.0,2.0,5.9,25.6,4.2,50.74
776,7352,0.04,6.170945937,0.062,362.28,33.42,4.57994,887.7525735,3.0,0.0,2.0,0.0,6.9,4.9,21.0,7.1,59.06
778,2674,0.028,8.660772738,0.82,257.97,41.62,621.5809835,671.717428,11.75,0.46,10.0,0.0,1.2,1.4,11.3,6.2,34.53
780,3429,0.038,8.824183307,0.135,252.41,77.92,1102.225667,905.6338481,9.25,0.0,1.0,0.0,7.4,10.9,21.3,3.5,33.42
781,5305,0.037,8.894848609,0.444,252.41,36.66,976.3320108,2681.622683,53.75,0.025,2.0,0.0,2.4,4.4,15.8,3.7,33.69
782,3860,0.036,8.060364401,0.309,386.55,55.76,115.9396668,1073.976625,33.25,0.345,0.0,0.0,7.4,9.6,11.0,3.4,19.8
783,4653,0.028,9.159193086,0.217,108.41,66.77,548.0993449,399.4979876,16.95,0.1,11.0,0.0,8.8,5.5,15.2,3.2,64.7
784,3861,0.028,8.585059798,0.267,257.97,64.91,421.505661,1226.047746,2.0,0.0,2.0,0.0,3.9,11.6,11.2,5.2,38.07
785,3720,0.04,8.685259578,0.251,289.69,41.41,70.08386613,1417.901914,1.5,0.0,1.0,0.0,22.3,12.1,21.2,7.6,30.93
786,3877,0.028,8.609322177,0.198,257.97,63.27,614.0996602,1341.396245,0.2,0.05,10.0,0.0,12.2,14.8,24.1,4.5,30.08
787,7557,0.044,8.602877714,0.303,469.92,30.12,154.822436,2312.508812,2.8,0.175,2.0,0.0,4.4,4.5,18.2,2.2,30.08
788,3273,0.037,8.316306738,0.183,428.22,59.85,130.2683334,819.1738326,23.7,0.01,2.0,0.0,8.8,9.5,8.5,3.7,26.51
789,6286,0.041,8.458343276,0.05,533.92,2.73,136.5625687,1102.75072,25.0,0.075,5.0,7.0,4.0,8.7,3.9,4.8,28.52
790,5053,0.029,9.032993512,0.092,108.41,50.71,917.7103271,20.92008492,24.3,0.785,1.0,0.0,0.9,0.9,68.4,9.6,12.01
791,3395,0.036,7.830417466,0.095,693.22,40.13,0.8625437,640.8210336,15.0,0.0,3.0,1.0,8.2,7.4,24.3,3.2,25.75
792,5403,0.028,8.631993446,0.76,257.97,68.86,440.0279948,1124.629614,2.3,0.0,0.0,0.1,22.1,18.4,17.7,6.0,49.17
793,6470,0.036,10.47915324,0.079,446.09,44.32,634.7560018,685.6954212,18.75,0.05,3.0,0.0,17.8,9.2,22.6,5.0,37.4
794,5607,0.035,8.94456898,0.154,297.4,24.32,1488.430033,426.1541469,5.0,0.0,1.0,0.0,9.4,7.6,19.5,4.3,83.11
795,5486,0.039,8.580361767,0.395,289.69,43.92,115.5566305,1821.41936,15.0,0.0,0.0,0.0,12.0,17.5,16.2,4.7,25.79
796,3115,0.035,8.933484657,0.223,185.33,39.62,1933.23995,604.8656947,0.5,0.1,9.0,0.0,6.4,2.8,20.0,2.3,58.44
797,3768,0.028,9.146242398,0.27,108.41,62.51,564.2153524,584.7755807,176.1,0.135,15.0,1.2,3.7,1.8,8.6,3.3,64.7
798,6374,0.03,6.53571391,0.088,793.14,45.46,0.00288095,690.1900535,44.2,0.0,6.0,4.0,3.7,1.2,26.2,9.2,33.48
799,3783,0.028,8.612147653,0.155,257.97,62.92,639.4503377,501.8355428,7.75,0.0,10.0,0.0,9.8,14.8,23.7,1.1,30.08
800,10522,0.037,8.671408941,0.075,662.06,20.79,1845.302307,1629.217312,4.0,0.0,6.0,2.5,5.5,4.3,11.7,5.9,48.83
801,5163,0.034,8.659828459,0.126,203.34,40.96,381.5283305,442.962789,5.9,0.01,1.0,1.5,14.2,11.4,18.0,3.2,60.25
802,6772,0.036,8.505615335,0.222,314.51,18.1,226.6446635,776.494761,45.7,0.0,1.0,2.0,5.0,7.0,6.5,2.3,44.18
803,4131,0.042,7.838933264,0.036,456.42,55.54,385.455663,326.3244953,0.75,0.0,4.0,0.0,10.4,1.5,29.9,9.1,88.32
804,4020,0.029,9.084806909,0.24,108.41,66.58,1363.110351,556.97488,62.15,0.5,12.0,0.0,2.7,4.6,16.2,7.0,53.67
805,4753,0.031,7.608067414,0.102,621.83,34.67,0.0036387,1150.846509,31.3,0.1,4.0,0.0,14.2,0.0,30.5,1.4,38.41
806,11803,0.043,8.698673187,0.042,389.79,15.53,214.226565,520.0928574,2.5,0.025,16.0,0.0,8.1,1.7,6.8,1.8,76.81
807,8545,0.035,8.784887993,0.223,168.66,61.42,4206.819906,325.6816069,27.05,0.6,0.0,0.0,6.2,0.7,9.1,6.2,58.45
808,4046,0.03,8.471089873,0.251,295.16,73.78,282.6343333,307.994893,84.45,0.0,1.0,0.0,11.6,6.7,19.4,1.6,39.65
810,2957,0.036,9.392605791,0.148,394.03,46.24,737.2550048,185.4494595,15.0,0.0,2.0,2.5,13.8,6.9,25.4,6.1,32.58
811,4529,0.035,8.587521643,0.131,191.41,48.84,468.1293233,2145.700092,5.2,0.0,1.0,0.0,9.9,6.6,14.7,2.9,51.71
812,6913,0.028,8.626131968,0.357,257.97,54.79,591.5029907,1958.245069,0.3,0.6,10.0,0.0,11.2,9.3,18.1,4.6,21.5
813,3471,0.027,9.262554883,0.073,108.41,28.03,565.1246745,408.268198,11.15,0.05,11.0,0.0,8.0,9.5,18.2,4.6,64.7
814,4628,0.032,7.841571756,0.031,584.27,9.82,188.3216654,1096.495889,47.05,0.25,17.0,20.4,5.4,3.1,14.4,4.6,31.58
815,1984,0.036,7.629010908,0.057,886.11,52.19,79.27709963,666.1276519,9.0,0.0,5.0,11.0,12.6,7.8,18.0,5.7,25.31
816,7359,0.036,8.469502352,0.416,203.34,31.69,127.016332,943.7493037,13.2,0.0,1.0,0.0,6.3,6.3,16.0,3.7,39.55
817,5773,0.037,8.915691243,0.298,252.41,30.38,898.5199992,2600.245567,59.5,0.1,1.0,0.0,6.8,8.2,14.5,4.3,20.45
818,5052,0.027,9.406277204,0.222,108.41,68.58,580.9436747,494.7610798,65.7,0.15,12.0,0.0,8.6,2.3,11.7,2.6,64.7
819,4288,0.029,8.831343231,0.226,108.41,71.87,581.0306702,282.6156138,11.65,0.0,0.0,0.0,6.9,0.8,19.2,3.8,83.45
820,1745,0.04,6.708099463,0.005,885.01,24.42,21.6169666,63.35720256,7.2,0.0,5.0,8.0,12.0,3.6,21.8,7.0,45.51
821,5690,0.04,8.600512028,0.049,289.69,78.38,71.044899,346.4057462,1.3,0.0,1.0,0.0,26.8,18.8,22.8,4.6,58.38
822,7132,0.038,8.284943636,0.106,289.69,57.58,107.6626002,1167.517607,2.0,0.0,1.0,0.0,16.9,21.1,38.9,7.9,21.83
823,4802,0.035,8.772935974,0.051,626.52,9.8,2071.673299,1178.814419,10.0,0.0,1.0,0.0,6.4,2.9,14.2,6.3,82.76
